alpha,V0,kz,EPS,k_mode,xi_sponge,gamma_wkb,gamma_eig_real,gamma_eig_outer,outer_xi_peak,xi_char,xi_crit,sponge_safe,n_real,n_outer,target_tu,nx_override,lx_override,edge_xi,wrap_buffer,bp,cost_a5000,hunt_seconds,seed_file,tier,stream,status,gamma_sim,r2,n_efold
2.0,0.05,5.0,0.15,5,8.0,0.1998305650605791,0.1532028257834559,,,1.414213562373095,50.0,True,7,0,100.0,-1,-1.0,62.83185307179586,54.83185307179586,14,87.0,13.0,eigenmode_seed_kz5_a2.00_V0.050_sp8.0.bin,int,t140,ok,0.14678673916885188,0.9999999972395673,2.6391730664678104
2.0,0.05,5.0,0.225,5,8.0,0.1998305650605791,0.1601092992239234,,,1.414213562373095,50.0,True,8,0,100.0,-1,-1.0,41.88790204786391,33.88790204786391,14,87.0,13.0,eigenmode_seed_kz5_a2.00_V0.050_EPS0.225_sp8.0.bin,int,t126,ok,0.13615754395530721,0.9999999977777356,2.5840730969454855
2.0,0.05,5.0,0.3,5,8.0,0.1998305650605791,0.163174013374847,,,1.414213562373095,50.0,True,8,0,100.0,1536,37.69911184307752,62.83185307179586,54.83185307179586,14,87.0,28.6,eigenmode_seed_kz5_a2.00_V0.050_EPS0.300_sp8.0_lx37.6991.bin,int,t140,ok,0.14678673916885188,0.9999999972395673,2.6391730664678104
2.0,0.05,5.0,0.45,5,8.0,0.1998305650605791,0.1657123925021521,,,1.414213562373095,50.0,True,10,0,100.0,1536,37.69911184307752,41.88790204786391,33.88790204786391,14,87.0,35.7,eigenmode_seed_kz5_a2.00_V0.050_EPS0.450_sp8.0_lx37.6991.bin,int,t126,ok,0.13615754395530721,0.9999999977777356,2.5840730969454855
2.0,0.05,6.0,0.1,6,8.0,0.1824845510259521,0.141963779328091,,,1.2909944487358056,60.0,True,7,0,100.0,1152,-1.0,94.2477796076938,86.24777960769379,14,87.0,13.1,eigenmode_seed_kz6_a2.00_V0.050_EPS0.100_sp8.0.bin,int,t140,ok,0.13359660265839793,0.9999999986811144,2.53763876910255
2.0,0.05,6.0,0.15,6,8.0,0.1824845510259521,0.1513095193029037,,,1.2909944487358056,60.0,True,7,0,100.0,-1,-1.0,62.83185307179586,54.83185307179586,14,87.0,12.7,eigenmode_seed_kz6_a2.00_V0.050_sp8.0.bin,int,t126,ok,0.1439480010088414,0.9999999960614372,2.5881491845321065
2.0,0.05,6.0,0.225,6,8.0,0.1824845510259521,0.1569108222621754,,,1.2909944487358056,60.0,True,8,0,100.0,-1,-1.0,41.88790204786391,33.88790204786391,14,87.0,12.7,eigenmode_seed_kz6_a2.00_V0.050_EPS0.225_sp8.0.bin,int,t140,ok,0.13359660265839793,0.9999999986811144,2.53763876910255
2.0,0.05,6.0,0.3,6,8.0,0.1824845510259521,0.1593578728767908,,,1.2909944487358056,60.0,True,9,0,100.0,1536,37.69911184307752,62.83185307179586,54.83185307179586,14,87.0,30.1,eigenmode_seed_kz6_a2.00_V0.050_EPS0.300_sp8.0_lx37.6991.bin,int,t126,ok,0.13065229872272094,0.999999999884678,2.6102114136325625
2.0,0.05,6.0,0.45,6,8.0,0.1824845510259521,0.1613865509988336,,,1.2909944487358056,60.0,True,12,0,100.0,1536,37.69911184307752,41.88790204786391,33.88790204786391,14,87.0,36.4,eigenmode_seed_kz6_a2.00_V0.050_EPS0.450_sp8.0_lx37.6991.bin,int,t140,ok,0.11771786214476267,0.9999999942245176,2.5868320259645614
2.0,0.05,7.0,0.1,7,8.0,0.1689785544228194,0.1398050469120831,,,1.1952286093343936,70.0,True,6,0,100.0,1152,-1.0,94.2477796076938,86.24777960769379,14,87.0,11.8,eigenmode_seed_kz7_a2.00_V0.050_EPS0.100_sp8.0.bin,int,t126,ok,0.12519500495984176,0.9999999957183788,3.2540975186294476
2.0,0.05,7.0,0.15,7,8.0,0.1689785544228194,0.1476072871693575,,,1.1952286093343936,70.0,True,7,0,100.0,-1,-1.0,62.83185307179586,54.83185307179586,14,87.0,12.5,eigenmode_seed_kz7_a2.00_V0.050_sp8.0.bin,int,t140,ok,0.11517825840421142,0.9999999879541407,2.530916074934135
2.0,0.05,7.0,0.225,7,8.0,0.1689785544228194,0.1521694219117915,,,1.1952286093343936,70.0,True,9,0,100.0,-1,-1.0,41.88790204786391,33.88790204786391,14,87.0,12.9,eigenmode_seed_kz7_a2.00_V0.050_EPS0.225_sp8.0.bin,int,t126,ok,0.1139079517423303,0.9999999970480496,2.503130462463025
2.0,0.05,7.0,0.3,7,8.0,0.1689785544228194,0.1541478904049492,,,1.1952286093343936,70.0,True,11,0,100.0,1536,37.69911184307752,62.83185307179586,54.83185307179586,14,87.0,30.7,eigenmode_seed_kz7_a2.00_V0.050_EPS0.300_sp8.0_lx37.6991.bin,int,t140,ok,0.11317364991468884,0.9999999972010268,2.6000405972913745
2.0,0.05,7.0,0.45,7,8.0,0.1689785544228194,0.1558021408822815,,,1.1952286093343936,70.0,True,12,0,100.0,1536,37.69911184307752,41.88790204786391,33.88790204786391,14,87.0,34.8,eigenmode_seed_kz7_a2.00_V0.050_EPS0.450_sp8.0_lx37.6991.bin,int,t126,ok,0.09969920284744181,0.9999999449067813,2.589396071483499
2.0,0.05,8.0,0.1,8,8.0,0.1580810980117547,0.1365565836664301,,,1.118033988749895,80.0,True,7,0,100.0,1152,-1.0,94.2477796076938,86.24777960769379,14,87.0,12.6,eigenmode_seed_kz8_a2.00_V0.050_EPS0.100_sp8.0.bin,int,t140,ok,0.11450729474048789,0.9999999470477903,2.51778949147438
2.0,0.05,8.0,0.15,8,8.0,0.1580810980117547,0.1430695439047215,,,1.118033988749895,80.0,True,8,0,100.0,-1,-1.0,62.83185307179586,54.83185307179586,14,87.0,13.9,eigenmode_seed_kz8_a2.00_V0.050_sp8.0.bin,int,t126,ok,0.08974118082614348,0.9999991709359844,2.5100928001911065
2.0,0.05,8.0,0.225,8,8.0,0.1580810980117547,0.1468087894007646,,,1.118033988749895,80.0,True,10,0,100.0,-1,-1.0,41.88790204786391,33.88790204786391,14,87.0,13.4,eigenmode_seed_kz8_a2.00_V0.050_EPS0.225_sp8.0.bin,int,t140,ok,0.08923544586765139,0.999999219829429,2.585049990472063
2.0,0.05,8.0,0.3,8,8.0,0.1580810980117547,0.1484264727872905,,,1.118033988749895,80.0,True,12,0,100.0,1536,37.69911184307752,62.83185307179586,54.83185307179586,14,87.0,29.8,eigenmode_seed_kz8_a2.00_V0.050_EPS0.300_sp8.0_lx37.6991.bin,int,t126,ok,0.08974118082614348,0.9999991709359844,2.5100928001911065
2.0,0.05,8.0,0.45,8,8.0,0.1580810980117547,0.149794832910199,,,1.118033988749895,80.0,True,12,0,100.0,1536,37.69911184307752,41.88790204786391,33.88790204786391,14,87.0,34.6,eigenmode_seed_kz8_a2.00_V0.050_EPS0.450_sp8.0_lx37.6991.bin,int,t140,ok,0.08923544586765139,0.999999219829429,2.585049990472063
