alpha,V0,kz,tier,xi_sponge,n_pts,amp0_log,gamma_r2,r2,t0,t1,gamma_plateau,plateau_t0,plateau_t1,has_plateau,gamma_sim,src,gamma_chased,ratio,rel_err
2.7,0.01,2.0,int,22.0,101,-13.968210582873805,0.05888339374462608,0.9999727898602753,51.94427182349754,64.93033977937192,0.05872450975361576,52.94320012779557,66.92819638796799,True,0.05872450975361576,t140/ym_k2_a2.700_circ_az2seed_v0.0100_sp22.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.0515209482633031,1.139818107646197,0.13981810764619707
2.8,0.01,2.0,int,22.0,101,-13.986394378099197,0.05914891581135638,0.999975486824389,51.94427182349754,64.93033977937192,0.05891748621978687,53.9421284320936,66.92819638796799,True,0.05891748621978687,t132/ym_k2_a2.800_circ_az2seed_v0.0100_sp22.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.0519578397832764,1.1339479559877808,0.13394795598778067
2.9,0.01,2.0,int,22.0,101,-14.003939948158948,0.059404970314978954,0.9999742352868753,51.94427182349754,64.93033977937192,,,,False,0.059404970314978954,t140/ym_k2_a2.900_circ_az2seed_v0.0100_sp22.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.0523798318415393,1.1341191490398876,0.13411914903988753
2.7,0.01,3.0,int,22.0,101,-14.170943118856245,0.045288681048754234,0.9999931636503866,83.9099775610345,96.89604551690888,0.04556688640326906,80.9131926481404,99.89283042980296,True,0.04556688640326906,t132/ym_k3_a2.700_circ_az2seed_v0.0100_sp22.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.057605560965154,0.7910154096204841,0.20898459037951592
2.8,0.01,3.0,int,22.0,101,-14.189126945205807,0.045774495441527494,0.9999931625727028,82.91104925673646,95.89711721261084,0.046126213782341836,79.91426434384238,99.89283042980296,True,0.046126213782341836,t133/ym_k3_a2.800_circ_az2seed_v0.0100_sp22.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.0581495326294705,0.7932344714833498,0.2067655285166502
2.9,0.01,3.0,int,22.0,101,-14.206672530256267,0.04625095206955885,0.9999929348805755,81.91212095243843,94.89818890831282,0.046665162914574586,79.91426434384238,99.89283042980296,True,0.046665162914574586,t133/ym_k3_a2.900_circ_az2seed_v0.0100_sp22.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.0586765809550649,0.7952945136716678,0.2047054863283322
3.0,0.01,3.0,int,22.0,101,-14.223623314398296,0.046714384079714164,0.9999923042979197,80.9131926481404,93.89926060401478,0.04709638847405762,79.91426434384238,98.89390212550494,True,0.04709638847405762,t133/ym_k3_a3.000_circ_az2seed_v0.0100_sp22.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.0591877180903172,0.795712184784538,0.20428781521546197
3.0,0.02,1.0,int,13.0,101,-13.327743646764459,0.04970982323724522,0.9999962661550104,81.91212095243843,94.89818890831282,0.050155211785250585,76.91747943094828,99.89283042980296,True,0.050155211785250585,t133/ym_k1_a3.000_circ_az2seed_v0.0200_sp13.0_eps0.15_nkz0_bp14_hd5e-05_recorr,0.0562832801717178,0.8911209800180312,0.10887901998196885
2.0,0.02,3.0,int,9.0,101,-13.67431741360054,0.062456326725344166,0.9999296368757313,54.94105673639163,67.92712469226602,,,,False,0.062456326725344166,t140/ym_k3_a2.000_circ_az2seed_v0.0200_sp9.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.0790094263787168,0.7904920917406935,0.20950790825930657
3.0,0.02,3.0,int,8.0,101,-13.87704972501624,0.06972735137047628,0.9999180425984262,49.946415214901485,62.93248317077587,,,,False,0.06972735137047628,abi/ym_k3_a3.000_circ_az2seed_v0.0200_sp8.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.0866638226839254,0.8045727641715194,0.19542723582848068
