alpha,V0,kz,tier,xi_sponge,n_pts,amp0_log,gamma_r2,r2,t0,t1,gamma_plateau,plateau_t0,plateau_t1,has_plateau,gamma_sim,src,gamma_chased,ratio,rel_err
2.8,0.03,2.0,int,8.0,101,-13.437088074958327,0.0872940353341123,0.9999886154543075,86.90676247392858,99.89283042980296,0.0872940353341123,86.90676247392858,99.89283042980296,True,0.0872940353341123,t126/ym_k2_a2.800_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.0962118809269088,0.9073103497522172,0.09268965024778278
2.9,0.03,2.0,int,8.0,101,-13.454633892034185,0.08798686332929988,0.9999922078008922,86.90676247392858,99.89283042980296,0.08798686332929988,86.90676247392858,99.89283042980296,True,0.08798686332929988,t133/ym_k2_a2.900_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.0970472874324289,0.9066390793309136,0.09336092066908637
1.6,0.03,3.0,int,8.0,101,-13.360012797391315,0.08434702948537441,0.9999875754174067,78.91533603954434,91.90140399541872,0.0844635534159339,78.91533603954434,92.90033229971677,True,0.0844635534159339,t130/ym_k3_a1.600_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.0949853723763333,0.8892269546650634,0.11077304533493658
1.7,0.03,3.0,int,8.0,101,-13.39032523907316,0.08607333116042036,0.9999873942846099,77.91640773524631,90.9024756911207,0.08610882603053145,79.91426434384238,91.90140399541872,True,0.08610882603053145,abi/ym_k3_a1.700_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.0968267153750174,0.8893085518498203,0.11069144815017971
1.8,0.03,3.0,int,8.0,101,-13.41890431586429,0.08771752486154662,0.9999869362131117,76.91747943094828,89.90354738682267,0.08776015486906338,78.91533603954434,90.9024756911207,True,0.08776015486906338,t140/ym_k3_a1.800_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.0985792136080367,0.8902501009797943,0.10974989902020574
1.9,0.03,3.0,int,8.0,101,-13.445938015811066,0.08929126923221364,0.9999863554982125,75.91855112665026,88.90461908252463,0.0893570180923464,76.91747943094828,89.90354738682267,True,0.0893570180923464,t126/ym_k3_a1.900_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1002511764619946,0.891331366332861,0.10866863366713903
2.1,0.03,3.0,int,8.0,101,-13.495979766308693,0.09223572572323294,0.9999840422855671,73.92069451805419,86.90676247392858,0.09218574080347508,76.91747943094828,87.90569077822661,True,0.09218574080347508,t140/ym_k3_a2.100_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1033810632090333,0.891708190474675,0.10829180952532501
2.2,0.03,3.0,int,18.0,67,-13.519239860937997,0.09152039982874753,0.9999743038924929,36.96034723411514,44.951773663113,,,,False,0.09152039982874753,t133/ym_k3_a2.200_circ_az2seed_v0.0300_sp18.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1162232686865221,0.787453328950821,0.21254667104917904
2.3,0.03,3.0,int,18.0,63,-13.541465601935249,0.0925008216531614,0.9999828950305812,36.96034725608335,43.95284538561263,,,,False,0.0925008216531614,t126/ym_k3_a2.300_circ_az2seed_v0.0300_sp18.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1175898358278044,0.7866396019858152,0.21336039801418485
2.4,0.03,3.0,int,18.0,60,-13.562745383894383,0.0936793291497271,0.9999808546300208,36.960347238767234,43.952845365020494,,,,False,0.0936793291497271,abi/ym_k3_a2.400_circ_az2seed_v0.0300_sp18.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1188953683150955,0.7879140329626544,0.21208596703734559
2.5,0.03,3.0,int,18.0,56,-13.583156172095615,0.09452917135189244,0.9999914460062689,36.96034721928659,42.95391703863036,,,,False,0.09452917135189244,t140/ym_k3_a2.500_circ_az2seed_v0.0300_sp18.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1201442231117258,0.7867974747648654,0.2132025252351346
2.6,0.03,3.0,int,14.0,84,-13.602766683263193,0.107302015906921,0.9999906749283476,66.92819632965104,76.91747936392731,0.10904267783841308,67.92712463307868,82.91104918449308,True,0.10904267783841308,abi/ym_k3_a2.600_circ_az2seed_v0.0300_sp14.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1196173021250688,0.9115961980516902,0.0884038019483098
2.7,0.03,3.0,int,14.0,79,-13.621636869309015,0.10829854084225315,0.9999930837208412,66.92819633270561,75.91855106396459,,,,False,0.10829854084225315,t132/ym_k3_a2.700_circ_az2seed_v0.0300_sp14.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1208128598862668,0.8964156708499854,0.10358432915001455
2.8,0.03,3.0,int,14.0,75,-13.639820751183857,0.10960850586353621,0.9999780990402095,64.93033975765188,73.92069449332675,,,,False,0.10960850586353621,t132/ym_k3_a2.800_circ_az2seed_v0.0300_sp14.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1219629134078408,0.8987035714455938,0.10129642855440628
2.9,0.03,3.0,int,14.0,71,-13.65736658242195,0.09799556972862696,0.9999590223472853,34.96249065784361,42.95391709392215,,,,False,0.09799556972862696,t126/ym_k3_a2.900_circ_az2seed_v0.0300_sp14.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.123070142928872,0.7962578688582753,0.20374213114172474
1.8,0.03,4.0,int,8.0,101,-13.562745324058051,0.10159805119960542,0.9999958209492232,80.9131926481404,93.89926060401478,0.10108103937122608,79.91426434384238,99.89283042980296,True,0.10108103937122608,t133/ym_k4_a1.800_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1045720726835516,0.9666160072881997,0.03338399271180023
1.9,0.03,4.0,int,8.0,101,-13.589779168681337,0.10342629644193314,0.9999961177023275,79.91426434384238,92.90033229971677,0.10282827958797752,78.91533603954434,99.89283042980296,True,0.10282827958797752,t132/ym_k4_a1.900_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1065247144572081,0.9652997439320481,0.034700256067951865
2.1,0.03,4.0,int,8.0,101,-13.639820330316196,0.10684492352568106,0.9999961296939075,77.91640773524631,90.9024756911207,0.10609957187239362,76.91747943094828,99.89283042980296,True,0.10609957187239362,t133/ym_k4_a2.100_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1101916971586839,0.9628635787286466,0.037136421271353436
2.2,0.03,4.0,int,8.0,101,-13.663080829681618,0.10845778447135,0.999996141466609,77.91640773524631,90.9024756911207,0.10763091129960291,76.91747943094828,99.89283042980296,True,0.10763091129960291,abi/ym_k4_a2.200_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1119188334607726,0.9616872153812022,0.03831278461879787
2.3,0.03,4.0,int,8.0,101,-13.68530663187007,0.11001589041857239,0.9999965323339572,76.91747943094828,89.90354738682267,0.10910263575704421,75.91855112665026,99.89283042980296,True,0.10910263575704421,t132/ym_k4_a2.300_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.113582299759044,0.9605601928161073,0.03943980718389269
2.4,0.03,4.0,int,8.0,101,-13.70658663567426,0.11150575019306425,0.9999963802599601,75.91855112665026,88.90461908252463,0.11050983692258642,74.91962282235222,99.89283042980296,True,0.11050983692258642,t130/ym_k4_a2.400_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1151867329990192,0.9593972677697822,0.04060273223021787
2.5,0.03,4.0,int,22.0,42,-13.72699744457095,0.09431144153416157,0.9999942430440585,34.96249067549261,38.958203895548905,,,,False,0.09431144153416157,t130/ym_k4_a2.500_circ_az2seed_v0.0300_sp22.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1270494062237219,0.7423209941500089,0.2576790058499911
2.6,0.03,4.0,int,8.0,101,-13.746607597297675,0.11436006386396018,0.9999967294338571,74.91962282235222,87.90569077822661,0.11314310240783966,73.92069451805419,99.89283042980296,True,0.11314310240783966,t130/ym_k4_a2.600_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1182345440114702,0.9569377828941718,0.04306221710582826
2.7,0.03,4.0,int,8.0,101,-13.7654779931035,0.1157112050030523,0.9999964501337133,74.91962282235222,87.90569077822661,0.11435700163309936,73.92069451805419,99.89283042980296,True,0.11435700163309936,t132/ym_k4_a2.700_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1196849033747517,0.955483928286512,0.04451607171348804
2.8,0.03,4.0,int,8.0,101,-13.783662052811653,0.11703390805455455,0.9999968571862787,73.92069451805419,86.90676247392858,0.11556074265573082,72.92176621375616,99.89283042980296,True,0.11556074265573082,t140/ym_k4_a2.800_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1210903057991538,0.95433521199794,0.045664788002059954
2.9,0.03,4.0,int,8.0,101,-13.801207727341966,0.11830577783612072,0.9999964952505203,73.92069451805419,86.90676247392858,0.11666112605241434,72.92176621375616,99.89283042980296,True,0.11666112605241434,t133/ym_k4_a2.900_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to3_bp14_hd5e-05_recorr,0.1224534395841566,0.952697829057211,0.047302170942788956
2.1,0.03,5.0,int,8.0,101,-13.7513927148157,0.10561281414654634,0.9999981012904966,80.9131926481404,93.89926060401478,0.10659613367903024,70.9239096051601,99.89283042980296,True,0.10659613367903024,t130/ym_k5_a2.100_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.1127747913912535,0.9452124217123362,0.05478757828766382
2.2,0.03,5.0,int,8.0,101,-13.7746525502327,0.10735034584375422,0.9999980501627129,79.91426434384238,92.90033229971677,0.1083963748008686,69.92498130086207,99.89283042980296,True,0.1083963748008686,t126/ym_k5_a2.200_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.1146947975174033,0.9450853669663699,0.05491463303363005
2.3,0.03,5.0,int,8.0,101,-13.796878516157962,0.1090513317068018,0.9999979215604851,78.91533603954434,91.90140399541872,0.11015531729293553,69.92498130086207,99.89283042980296,True,0.11015531729293553,t132/ym_k5_a2.300_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.1165471538142389,0.9451566485142046,0.05484335148579548
2.4,0.03,5.0,int,8.0,101,-13.818158326761342,0.11069949473520008,0.999997613453123,78.91533603954434,91.90140399541872,0.11181842362160013,68.92605299656404,99.89283042980296,True,0.11181842362160013,t126/ym_k5_a2.400_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.1183367000333268,0.9449175411356667,0.05508245886433328
2.5,0.03,5.0,int,8.0,101,-13.83856934886352,0.11227739685466402,0.9999979352066511,77.91640773524631,90.9024756911207,0.11343118723000627,68.92605299656404,99.89283042980296,True,0.11343118723000627,t126/ym_k5_a2.500_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.1200677491191732,0.9447265236680683,0.055273476331931706
2.6,0.03,5.0,int,8.0,101,-13.858179484328046,0.113811736446482,0.9999978484341336,76.91747943094828,89.90354738682267,0.11494590290843099,67.92712469226602,99.89283042980296,True,0.11494590290843099,t140/ym_k5_a2.600_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.1217441623422939,0.9441594627367098,0.05584053726329024
2.7,0.03,5.0,int,8.0,101,-13.87704980840452,0.11529786817364575,0.9999976351136928,76.91747943094828,89.90354738682267,0.11640109215692084,67.92712469226602,99.89283042980296,True,0.11640109215692084,abi/ym_k5_a2.700_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.1233694113576498,0.943516637357313,0.056483362642687
2.8,0.03,5.0,int,8.0,101,-13.895233497917497,0.11673261182279705,0.9999978953087975,75.91855112665026,88.90461908252463,0.11779277690836135,67.92712469226602,99.89283042980296,True,0.11779277690836135,t132/ym_k5_a2.800_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.124946629847364,0.9427447307082882,0.057255269291711756
2.9,0.03,5.0,int,8.0,101,-13.912779358121906,0.1181474953038393,0.9999975656596518,74.91962282235222,87.90569077822661,0.11915339248627269,66.92819638796799,98.89390212550494,True,0.11915339248627269,t130/ym_k5_a2.900_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to4_bp14_hd5e-05_recorr,0.1264786567928586,0.9420830004655811,0.05791699953441891
2.2,0.03,6.0,int,8.0,101,-13.865813239473496,0.10469772167031832,0.999999855587777,69.92498130086207,85.90783416963055,0.10356848900386287,55.939985040689656,87.90569077822661,True,0.10356848900386287,t132/ym_k6_a2.200_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to5_bp14_hd5e-05_recorr,0.1148483527874946,0.9017847142788107,0.0982152857211893
2.3,0.03,6.0,int,8.0,101,-13.888039323152935,0.1065233851976346,0.9999997584748431,68.92605299656404,85.90783416963055,0.10545445034425747,55.939985040689656,86.90676247392858,True,0.10545445034425747,t140/ym_k6_a2.300_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to5_bp14_hd5e-05_recorr,0.1168376970271069,0.9025721409057861,0.09742785909421393
2.4,0.03,6.0,int,8.0,101,-13.90931917889803,0.10824087854959706,0.9999998376309857,67.92712469226602,84.90890586533251,0.107222807366572,55.939985040689656,85.90783416963055,True,0.107222807366572,t132/ym_k6_a2.400_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to5_bp14_hd5e-05_recorr,0.118762702698027,0.9028323280853837,0.09716767191461624
2.6,0.03,6.0,int,8.0,101,-13.94934013780045,0.11144783160174002,0.9999997977174281,66.92819638796799,82.91104925673646,0.11026983261880517,54.94105673639163,83.9099775610345,True,0.11026983261880517,t126/ym_k6_a2.600_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to5_bp14_hd5e-05_recorr,0.1224364779744644,0.9006289174848959,0.0993710825151041
2.7,0.03,6.0,int,8.0,101,-13.968210531528904,0.11307185988650836,0.9999997964908552,65.92926808366995,82.91104925673646,0.11210231215941019,54.94105673639163,83.9099775610345,True,0.11210231215941019,t132/ym_k6_a2.700_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to5_bp14_hd5e-05_recorr,0.1241925960618325,0.9026489155891158,0.09735108441088429
2.8,0.03,6.0,int,8.0,101,-13.986394048785487,0.11460278543502461,0.9999997374483605,65.92926808366995,81.91212095243843,0.11349373021304696,53.9421284320936,82.91104925673646,True,0.11349373021304696,abi/ym_k6_a2.800_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to5_bp14_hd5e-05_recorr,0.1258991814352097,0.9014651955577102,0.09853480444228975
2.9,0.03,6.0,int,8.0,101,-14.003940201618436,0.11593733356493581,0.9999998447230541,65.92926808366995,80.9131926481404,0.11507903530780586,54.94105673639163,82.91104925673646,True,0.11507903530780586,t126/ym_k6_a2.900_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to5_bp14_hd5e-05_recorr,0.1275590967301069,0.9021625133587555,0.09783748664124445
2.3,0.03,7.0,int,8.0,101,-13.965114466602875,0.10246644789654431,0.9999995313731425,86.90676247392858,99.89283042980296,0.09863532713098556,43.95284538911331,78.91533603954434,True,0.09863532713098556,t133/ym_k7_a2.300_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to6_bp14_hd5e-05_recorr,0.1154922871300019,0.8540425476201576,0.14595745237984237
2.4,0.03,7.0,int,8.0,101,-13.98639431183401,0.10427180044249022,0.9999996132629948,86.90676247392858,99.89283042980296,0.1019025412189134,48.94748691060345,99.89283042980296,True,0.1019025412189134,t126/ym_k7_a2.400_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to6_bp14_hd5e-05_recorr,0.1175090351241599,0.86718898773395,0.13281101226605
2.5,0.03,7.0,int,8.0,101,-14.00680548658451,0.10599124184423256,0.9999995479364511,85.90783416963055,98.89390212550494,0.10459099974448693,62.93248317077587,99.89283042980296,True,0.10459099974448693,t133/ym_k7_a2.500_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to6_bp14_hd5e-05_recorr,0.1194659496087172,0.8754879535721292,0.1245120464278708
2.6,0.03,7.0,int,8.0,101,-14.026415849259283,0.10769176848327669,0.9999995653497258,84.90890586533251,97.8949738212069,0.10360475443102925,42.95391708481528,77.91640773524631,True,0.10360475443102925,t140/ym_k7_a2.600_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to6_bp14_hd5e-05_recorr,0.1213667753756329,0.8536500546411504,0.1463499453588496
2.7,0.03,7.0,int,8.0,101,-14.04528583646962,0.10927136968600551,0.9999994473966167,83.9099775610345,96.89604551690888,0.10688630038123785,46.94963030200739,99.89283042980296,True,0.10688630038123785,t140/ym_k7_a2.700_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to6_bp14_hd5e-05_recorr,0.123214895859428,0.8674787219167158,0.13252127808328415
2.8,0.03,7.0,int,8.0,101,-14.063469888178203,0.11095348108028637,0.9999994701988039,82.91104925673646,95.89711721261084,0.10863722663829715,47.94855860630543,99.89283042980296,True,0.10863722663829715,abi/ym_k7_a2.800_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to6_bp14_hd5e-05_recorr,0.1250133794558591,0.8690047986156217,0.1309952013843782
2.5,0.03,8.0,int,8.0,101,-14.073570973266985,0.0916146681948287,0.9999970179872899,46.94963030200739,64.93033977937192,0.09353994297376525,48.94748691060345,93.89926060401478,True,0.09353994297376525,abi/ym_k8_a2.500_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to7_bp14_hd5e-05_recorr,0.1172722984824334,0.7976303371232799,0.20236966287672015
2.6,0.03,8.0,int,8.0,101,-14.093181761747005,0.09266045361357028,0.9999984517759801,47.94855860630543,60.93462656217981,0.09470610997298474,49.946415214901485,89.90354738682267,True,0.09470610997298474,t133/ym_k8_a2.600_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to7_bp14_hd5e-05_recorr,0.11923016413351,0.7943133405984074,0.2056866594015926
2.7,0.03,8.0,int,8.0,101,-14.112051703325612,0.09371876673448482,0.9999951854598051,44.95177369341133,63.93141147507389,0.09737044860841088,61.93355486647784,91.90140399541872,True,0.09737044860841088,t133/ym_k8_a2.700_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to7_bp14_hd5e-05_recorr,0.1211364143616363,0.8038082447918975,0.19619175520810253
2.9,0.03,8.0,int,8.0,101,-14.147780866081444,0.10286997119768024,0.9999976974056116,86.90676247392858,99.89283042980296,0.09836386630138752,47.94855860630543,84.90890586533251,True,0.09836386630138752,t130/ym_k8_a2.900_circ_az2seed_v0.0300_sp8.0_eps0.15_nkz0_nkz1to7_bp14_hd5e-05_recorr,0.1248055192354613,0.7881371505358807,0.21186284946411932
0.7,0.05,1.0,int,12.0,101,-12.141954601731582,0.06911747419561534,0.9999760409534466,53.9421284320936,66.92819638796799,,,,False,0.06911747419561534,t126/ym_k1_a0.700_circ_az2seed_v0.0500_sp12.0_eps0.15_nkz0_bp14_hd5e-05_recorr,0.0779365778677965,0.8868425595085665,0.11315744049143348
1.0,0.05,1.0,int,14.0,101,-12.320292095386973,0.07595498752363289,0.9999710611571667,48.94748691060345,61.93355486647784,0.07570478714298101,49.946415214901485,60.93462656217981,True,0.07570478714298101,t126/ym_k1_a1.000_circ_az2seed_v0.0500_sp14.0_eps0.15_nkz0_bp14_hd5e-05_recorr,0.086566632946054,0.8745261836643017,0.12547381633569832
1.1,0.05,1.0,int,9.0,101,-12.36794718116072,0.07169342089871145,0.999977461203097,51.94427182349754,64.93033977937192,,,,False,0.07169342089871145,t133/ym_k1_a1.100_circ_az2seed_v0.0500_sp9.0_eps0.15_nkz0_bp14_hd5e-05_recorr,0.0786258460249333,0.9118301999062307,0.08816980009376935
1.8,0.05,1.0,int,6.0,101,-12.614185432083248,0.06991375308725571,0.9999866860424074,51.94427182349754,64.93033977937192,0.06994229681599522,52.94320012779557,65.92926808366995,True,0.06994229681599522,t130/ym_k1_a1.800_circ_az2seed_v0.0500_sp6.0_eps0.15_nkz0_bp14_hd5e-05_recorr,0.0747395567647423,0.9358136419801443,0.06418635801985573
2.1,0.05,1.0,int,5.0,101,-12.6912607860845,0.06736541774909223,0.9999897481489033,53.9421284320936,66.92819638796799,0.06743904769688097,55.939985040689656,67.92712469226602,True,0.06743904769688097,abi/ym_k1_a2.100_circ_az2seed_v0.0500_sp5.0_eps0.15_nkz0_bp14_hd5e-05_recorr,0.0712949450436481,0.9459162589380429,0.054083741061957104
2.8,0.05,1.0,int,6.0,101,-12.835101794466327,0.07388682434516038,0.9999855871239931,49.946415214901485,62.93248317077587,,,,False,0.07388682434516038,abi/ym_k1_a2.800_circ_az2seed_v0.0500_sp6.0_eps0.15_nkz0_bp14_hd5e-05_recorr,0.0794416981480127,0.9300760943893381,0.06992390561066182
1.1,0.05,2.0,int,12.0,101,-12.714520940156246,0.11421889929074727,0.9999929741392295,79.91426434384238,92.90033229971677,0.11378409395074623,80.9131926481404,95.89711721261084,True,0.11378409395074623,t130/ym_k2_a1.100_circ_az2seed_v0.0500_sp12.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1172928305835078,0.9700856683626244,0.0299143316373756
1.2,0.05,2.0,int,14.0,101,-12.758026452376171,0.11987127599629034,0.9999928618161471,76.91747943094828,89.90354738682267,0.11945987874364945,77.91640773524631,92.90033229971677,True,0.11945987874364945,t126/ym_k2_a1.200_circ_az2seed_v0.0500_sp14.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1232146914271721,0.9695262582730081,0.030473741726991948
1.5,0.05,2.0,int,10.0,101,-12.869598283079153,0.11072746580191936,0.9999861102642047,63.93141147507389,76.91747943094828,0.11106701277094352,65.92926808366995,78.91533603954434,True,0.11106701277094352,abi/ym_k2_a1.500_circ_az2seed_v0.0500_sp10.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1228967339951192,0.9037425907132285,0.09625740928677154
1.7,0.05,2.0,int,8.0,101,-12.932179836573226,0.1078356642689739,0.9999921431525142,65.92926808366995,78.91533603954434,0.10841221655892798,66.92819638796799,81.91212095243843,True,0.10841221655892798,abi/ym_k2_a1.700_circ_az2seed_v0.0500_sp8.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1198732501186616,0.9043903994561887,0.0956096005438113
1.8,0.05,2.0,int,8.0,101,-12.960758961919366,0.1096081083603817,0.9999916750444781,64.93033977937192,77.91640773524631,0.11038715460570336,65.92926808366995,81.91212095243843,True,0.11038715460570336,t126/ym_k2_a1.800_circ_az2seed_v0.0500_sp8.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.12175329942422,0.9066461042758763,0.09335389572412366
1.9,0.05,2.0,int,8.0,101,-12.987792587782002,0.11127502737310754,0.9999908715739987,64.93033977937192,77.91640773524631,0.11197934565866031,65.92926808366995,80.9131926481404,True,0.11197934565866031,t130/ym_k2_a1.900_circ_az2seed_v0.0500_sp8.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1235212937536767,0.9065590414067953,0.09344095859320471
2.1,0.05,2.0,int,10.0,101,-13.037834412237872,0.12076608360426841,0.9999841446923408,59.935698257881775,72.92176621375616,0.12148673480435658,58.93676995358375,75.91855112665026,True,0.12148673480435658,abi/ym_k2_a2.100_circ_az2seed_v0.0500_sp10.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1335627869195574,0.9095852041296951,0.0904147958703049
2.2,0.05,2.0,int,9.0,101,-13.061094275677286,0.11940894179833313,0.9999887421166785,60.93462656217981,73.92069451805419,0.12043484004279532,58.93676995358375,77.91640773524631,True,0.12043484004279532,abi/ym_k2_a2.200_circ_az2seed_v0.0500_sp9.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1320554363844224,0.9120021359226838,0.08799786407731625
2.3,0.05,2.0,int,8.0,101,-13.083320080106494,0.11702104469671788,0.999990707498908,61.93355486647784,74.91962282235222,0.1196410045324171,63.93141147507389,85.90783416963055,True,0.1196410045324171,abi/ym_k2_a2.300_circ_az2seed_v0.0500_sp8.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1296313227335546,0.9229328376007419,0.07706716239925812
2.6,0.05,2.0,int,7.0,101,-13.144621483064398,0.11589816118349029,0.999993597792249,62.93248317077587,75.91855112665026,0.1177796831286039,63.93141147507389,85.90783416963055,True,0.1177796831286039,abi/ym_k2_a2.600_circ_az2seed_v0.0500_sp7.0_eps0.15_nkz0_nkz1to1_bp14_hd5e-05_recorr,0.1284867324556873,0.9166680549622034,0.0833319450377966
1.6,0.05,3.0,int,9.0,101,-13.104600161138485,0.13456738421733352,0.9999950165778257,62.93248317077587,75.91855112665026,0.13356815278753573,62.93248317077587,82.91104925673646,True,0.13356815278753573,abi/ym_k3_a1.600_circ_az2seed_v0.0500_sp9.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1376817927644932,0.9701221207658597,0.029877879234140318
1.7,0.05,3.0,int,14.0,70,-13.134912399677212,0.14498784958965802,0.9999979754304366,60.93462651850106,68.92605294715693,,,,False,0.14498784958965802,abi/ym_k3_a1.700_circ_az2seed_v0.0500_sp14.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1499223949969397,0.9670860020120249,0.032913997987975174
1.9,0.05,3.0,int,14.0,59,-13.19052503443687,0.13685376137416377,0.999990626470753,48.94748685648743,54.94105667564916,,,,False,0.13685376137416377,t130/ym_k3_a1.900_circ_az2seed_v0.0500_sp14.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1548102522882249,0.8840096786314267,0.11599032136857335
2.0,0.05,3.0,int,10.0,101,-13.21617188239597,0.14631368163854053,0.9999928616175512,59.935698257881775,72.92176621375616,0.14555296477090157,59.935698257881775,76.91747943094828,True,0.14555296477090157,abi/ym_k3_a2.000_circ_az2seed_v0.0500_sp10.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1506834970702777,0.9659515978914182,0.034048402108581836
2.2,0.05,3.0,int,9.0,101,-13.263826922997843,0.14784680759126126,0.9999934860112264,58.93676995358375,71.92283790945814,0.14712643768643335,59.935698257881775,75.91855112665026,True,0.14712643768643335,abi/ym_k3_a2.200_circ_az2seed_v0.0500_sp9.0_eps0.15_nkz0_nkz1to2_bp14_hd5e-05_recorr,0.1521250089457572,0.9671416863409608,0.03285831365903929
