kz,alpha,V0,eps,xi_sponge,gamma_chased
7.0,2.1,0.1,0.15,8.0,0.2270554573439233
7.0,2.2,0.05,0.15,9.0,0.15620825222120835
7.0,2.2,0.1,0.15,8.0,0.23226307514381234
7.0,2.6,0.05,0.15,7.0,0.1623321163894174
7.0,3.0,0.1,0.15,8.0,0.2696232899752914
8.0,0.6,0.2,0.15,8.0,0.16736863313984854
8.0,0.8,0.2,0.15,8.0,0.1947087615247467
8.0,0.9,0.1,0.15,8.0,0.1423092874911479
8.0,1.1,0.2,0.15,8.0,0.23092561507154288
8.0,1.3,0.05,0.15,8.0,0.11700472410998897
8.0,1.3,0.2,0.15,8.0,0.25297058769081604
8.0,1.4,0.2,0.15,8.0,0.2635285637840453
8.0,1.8,0.1,0.15,8.0,0.2017339795912132
8.0,2.3,0.01,0.15,8.0,0.057936082499013386
8.0,2.3,0.1,0.15,8.0,0.22819275620916052
8.0,2.5,0.01,0.15,8.0,0.059746395841344606
8.0,2.6,0.01,0.15,8.0,0.06061047231413309
5.5,0.8,0.05,0.15,8.0,0.10280809163543468
6.5,0.9,0.05,0.15,8.0,0.1044770817618631
5.0,0.6,0.01,0.15,14.0,0.037534612834438284
7.0,0.3,0.01,0.15,8.0,0.025605623340716806
10.0,3.5,0.03,0.15,8.0,0.12950838199989007
10.0,3.5,0.04,0.15,8.0,0.15310355733267805
10.0,4.0,0.04,0.15,8.0,0.1626485472500852
11.0,3.5,0.04,0.15,8.0,0.1489002029944206
11.0,4.0,0.04,0.15,8.0,0.15843757816825255
12.0,3.0,0.04,0.15,8.0,0.13442853212847963
12.0,3.5,0.04,0.15,8.0,0.14469920443464757
12.0,4.0,0.03,0.15,8.0,0.13092610760795195
4.0,5.0,0.03,0.15,10.0,0.148453082166933
2.5,1.2,0.01,0.15,22.0,0.044517928132391686
5.0,3.0,0.03,0.15,22.0,0.13708203440943958
5.0,4.5,0.03,0.15,8.0,0.14642770788770848
6.0,3.0,0.03,0.15,8.0,0.12917495002600418
7.0,2.0,0.04,0.15,8.0,0.12941492290724796
7.0,2.5,0.04,0.15,8.0,0.14230083144541406
7.0,3.0,0.03,0.15,8.0,0.1284723623615485
7.0,6.0,0.03,0.15,8.0,0.16641087958581705
8.0,0.3,0.03,0.15,8.0,0.04416098132878784
8.0,2.5,0.04,0.15,8.0,0.13899696569885245
8.0,3.5,0.03,0.15,8.0,0.1348320208011823
12.0,5.5,0.04,0.15,8.0,0.17895599400526235
1.0,1.5,0.04,0.15,13.0,0.07866762669898442
1.0,2.0,0.03,0.15,8.0,0.0605342041314448
1.0,2.5,0.04,0.15,10.0,0.07732103766942122
5.0,5.0,0.03,0.15,14.0,0.15818791712692673
5.0,5.5,0.03,0.15,8.0,0.15592155339538963
5.0,5.5,0.04,0.15,8.0,0.1891284845700606
6.0,0.6,0.01,0.15,14.0,0.036942493307445194
8.0,4.5,0.03,0.15,8.0,0.1490515089147838
8.0,4.5,0.04,0.15,8.0,0.17840526652651614
8.0,5.5,0.04,0.15,8.0,0.19338508268326962
8.0,6.0,0.03,0.15,8.0,0.16641146377550994
1.0,3.5,0.03,0.15,10.0,0.06691664300081794
1.0,5.5,0.03,0.15,8.0,0.06015140179271078
2.0,1.5,0.03,0.15,18.0,0.0949160538049501
2.0,1.5,0.04,0.15,9.0,0.10280295623141604
9.0,2.5,0.04,0.15,8.0,0.135145720893276
9.0,3.5,0.03,0.15,8.0,0.13241122800423394
9.0,6.0,0.03,0.15,8.0,0.16512447021438623
10.0,4.0,0.03,0.15,8.0,0.13727414349474593
2.0,5.5,0.03,0.15,8.0,0.11083557878459423
3.0,4.5,0.03,0.15,8.0,0.1281742854637326
3.0,5.0,0.03,0.15,8.0,0.13160310744379977
4.0,3.0,0.04,0.15,8.0,0.15020553436099718
11.0,3.0,0.03,0.15,8.0,0.11781598907702573
11.0,5.0,0.03,0.15,8.0,0.1480675828156547
12.0,5.5,0.03,0.15,8.0,0.15117029367499737
1.0,1.0,0.04,0.15,14.0,0.07524620760929787
2.0,2.5,0.04,0.15,8.0,0.11389015528536756
2.0,3.5,0.04,0.15,8.0,0.12279798205412965
2.0,4.0,0.03,0.15,8.0,0.10446710450185269
2.0,4.5,0.03,0.15,8.0,0.10699045705666885
6.0,4.0,0.03,0.15,18.0,0.15111135111686436
6.0,4.5,0.03,0.15,8.0,0.14937911437712842
8.0,5.0,0.03,0.15,22.0,0.16348839058659984
8.0,5.5,0.03,0.15,8.0,0.16104582030670525
9.0,4.5,0.03,0.15,8.0,0.1470609355013514
10.0,5.5,0.03,0.15,8.0,0.15718326448025782
10.0,6.0,0.03,0.15,8.0,0.1629576338114817
11.0,3.5,0.03,0.15,8.0,0.12636282291599163
8.0,3.0,0.03,0.15,8.0,0.1265734821418527
8.0,4.0,0.03,0.15,8.0,0.14227280056444017
9.0,3.0,0.03,0.15,8.0,0.1239639568065904
10.0,4.5,0.03,0.15,8.0,0.14441073545803348
6.0,5.0,0.03,0.15,14.0,0.16125768852227584
6.0,5.5,0.03,0.15,8.0,0.15991096719420306
7.0,3.5,0.03,0.15,8.0,0.13642009999561805
7.0,4.5,0.03,0.15,8.0,0.15000142677205552
11.0,4.0,0.03,0.15,8.0,0.13417058234490037
12.0,3.0,0.03,0.15,8.0,0.11463362432260965
12.0,5.0,0.03,0.15,8.0,0.14486291637768497
12.0,6.0,0.03,0.15,8.0,0.15711523115907927
11.0,4.5,0.03,0.15,8.0,0.14137292897531
1.0,3.0,0.03,0.15,6.0,0.05864731433991058
3.0,1.5,0.04,0.15,8.0,0.11294258984435267
3.0,2.0,0.04,0.15,8.0,0.12388001135337096
1.0,2.0,0.04,0.15,11.0,0.07825838896236632
1.0,5.0,0.03,0.15,6.0,0.06190489373816839
3.0,3.0,0.03,0.15,14.0,0.12413698401377403
3.0,5.5,0.03,0.15,8.0,0.13465975288778026
9.0,5.5,0.03,0.15,8.0,0.15952039837851353
10.0,3.0,0.03,0.15,8.0,0.12097239784219832
10.0,5.0,0.03,0.15,8.0,0.1510211488620745
11.0,5.5,0.03,0.15,8.0,0.15432855124312883
4.0,2.0,0.03,0.15,8.0,0.10839564617448393
4.0,6.0,0.03,0.15,8.0,0.15174834218635797
5.0,6.0,0.03,0.15,8.0,0.16008578792603065
6.0,3.5,0.03,0.15,8.0,0.13667018440784415
5.0,2.0,0.03,0.15,8.0,0.11078167717483847
6.0,6.0,0.03,0.15,8.0,0.1645661690804568
7.0,4.0,0.03,0.15,8.0,0.1435428976638392
9.0,5.0,0.03,0.15,8.0,0.15352030999007088
11.0,6.0,0.03,0.15,8.0,0.16021346983609128
12.0,3.5,0.03,0.15,8.0,0.12313352933797903
12.0,4.5,0.03,0.15,8.0,0.1381382965498125
1.0,0.9,0.04,0.15,14.0,0.07374966750619506
3.0,6.0,0.03,0.15,8.0,0.13739492890303281
4.0,3.5,0.03,0.15,8.0,0.12986722867931605
4.0,4.0,0.03,0.15,14.0,0.1430796235540581
4.0,4.5,0.03,0.15,8.0,0.14000396789545042
7.0,5.0,0.03,0.15,18.0,0.16321182964653583
7.0,5.5,0.03,0.15,8.0,0.16135908356491963
9.0,4.0,0.03,0.15,8.0,0.14006065859859876
4.0,2.5,0.04,0.15,8.0,0.14146626965139275
5.0,3.5,0.03,0.15,8.0,0.13485178944251203
5.0,4.0,0.03,0.15,18.0,0.1491644017288655
6.0,2.5,0.03,0.15,8.0,0.1206276747796059
1.0,4.0,0.03,0.15,6.0,0.061139909624091306
1.0,4.5,0.03,0.15,9.0,0.06381318581178315
1.0,6.0,0.03,0.15,8.0,0.05595422543191765
2.0,5.0,0.03,0.15,6.0,0.10084682759573704
2.0,3.0,0.03,0.15,8.0,0.09785147558078838
2.0,3.5,0.03,0.15,8.0,0.10145516817395434
3.0,2.0,0.03,0.15,22.0,0.11402978845127654
4.0,2.0,0.04,0.15,8.0,0.13107047424211488
2.0,6.0,0.03,0.15,8.0,0.11224381734039621
3.0,3.5,0.03,0.15,8.0,0.11990725633697369
4.0,3.0,0.03,0.15,18.0,0.133335099294546
4.0,5.5,0.03,0.15,8.0,0.14819719422669275
10.0,5.0,0.07,0.15,8.0,0.2521764806174833
11.0,4.0,0.07,0.15,8.0,0.21905509634710613
11.0,4.5,0.07,0.15,8.0,0.2323426859397135
11.0,5.5,0.04,0.15,8.0,0.18326196472536727
10.0,3.0,0.05,0.15,8.0,0.16202472324845646
10.0,4.0,0.05,0.15,8.0,0.1854412833959375
10.0,4.0,0.07,0.15,8.0,0.22623230310723474
10.0,4.5,0.05,0.15,8.0,0.1958235194872116
12.0,3.5,0.05,0.15,8.0,0.16395436593399818
12.0,3.5,0.07,0.15,8.0,0.198147543631987
12.0,4.5,0.07,0.15,8.0,0.22514795861417997
1.0,0.7,0.07,0.15,14.0,0.10067836253726685
4.0,2.5,0.07,0.15,8.0,0.2044589602344191
4.0,3.0,0.05,0.15,10.0,0.18031849375960693
4.0,3.0,0.07,0.15,8.0,0.21751652736177865
4.0,5.5,0.04,0.15,8.0,0.1798891174525709
5.0,2.5,0.05,0.15,8.0,0.166969105703037
5.0,2.5,0.07,0.15,8.0,0.20696511040370585
5.0,3.0,0.05,0.15,13.0,0.18859662203169372
5.0,3.0,0.07,0.15,8.0,0.22209123775168194
1.0,3.5,0.05,0.15,8.0,0.07405576928359124
1.0,3.5,0.07,0.15,8.0,0.10705565667671008
1.0,6.0,0.04,0.15,8.0,0.078882149971442
2.0,1.5,0.07,0.15,8.0,0.14518116583566937
6.0,2.0,0.07,0.15,8.0,0.18544780157326327
6.0,2.5,0.05,0.15,8.0,0.16599377032757578
6.0,4.0,0.05,0.15,8.0,0.19966843342501128
6.0,5.5,0.04,0.15,8.0,0.1934570164706798
3.0,3.5,0.05,0.15,8.0,0.16935930627693396
3.0,4.0,0.07,0.15,8.0,0.21632076832622044
4.0,2.0,0.05,0.15,8.0,0.15166365374626534
4.0,2.5,0.05,0.15,13.0,0.174763781448563
2.0,2.5,0.05,0.15,8.0,0.1321937251866901
2.0,4.0,0.07,0.15,8.0,0.16886909330632352
2.0,5.0,0.07,0.15,8.0,0.15478112010865178
3.0,3.0,0.05,0.15,7.0,0.15743743012676215
1.0,0.8,0.07,0.15,13.0,0.10126873483123303
1.0,0.9,0.07,0.15,12.0,0.1012998112996468
1.0,1.5,0.07,0.15,10.0,0.10064955923418989
1.0,2.5,0.05,0.15,9.0,0.08367801203528794
7.0,5.0,0.04,0.15,8.0,0.18771994888528026
7.0,5.5,0.05,0.15,8.0,0.2247325441722056
8.0,2.0,0.07,0.15,8.0,0.1733645939004314
8.0,4.0,0.05,0.15,8.0,0.1949597806040343
6.0,5.5,0.05,0.15,8.0,0.2240197320764127
7.0,2.0,0.07,0.15,8.0,0.17977862709894046
7.0,4.0,0.05,0.15,8.0,0.19830515897063355
7.0,4.5,0.04,0.15,8.0,0.1803380963136387
8.0,4.5,0.05,0.15,8.0,0.2049918723741901
8.0,6.0,0.05,0.15,8.0,0.23078201556155054
9.0,4.0,0.04,0.15,8.0,0.16659262979206854
9.0,4.5,0.04,0.15,8.0,0.17527986945339555
9.0,4.5,0.05,0.15,8.0,0.20076653815249965
9.0,5.0,0.07,0.15,8.0,0.25908487058151974
9.0,5.5,0.07,0.15,8.0,0.27069220193012067
9.0,6.0,0.05,0.15,8.0,0.2275278435167335
5.0,5.0,0.04,0.15,8.0,0.1835814540874473
5.0,5.0,0.05,0.15,8.0,0.21286110692028248
5.0,5.5,0.05,0.15,8.0,0.21928173609870533
5.0,6.0,0.07,0.15,8.0,0.27960694094366706
10.0,3.0,0.04,0.15,8.0,0.14266253844795013
10.0,5.0,0.04,0.15,8.0,0.17964407173316188
12.0,4.5,0.04,0.15,8.0,0.16296115490642496
1.0,3.0,0.04,0.15,9.0,0.07561736433993238
8.0,6.0,0.04,0.15,8.0,0.200091041934768
9.0,5.5,0.04,0.15,8.0,0.19080008188960507
10.0,2.5,0.04,0.15,8.0,0.13109728460511103
10.0,4.5,0.04,0.15,8.0,0.17145664588837625
5.0,3.5,0.04,0.15,8.0,0.16311557824385955
5.0,4.5,0.04,0.15,8.0,0.17747150861604652
6.0,3.0,0.04,0.15,8.0,0.155151231691275
7.0,4.0,0.04,0.15,8.0,0.17227128320883855
10.0,5.5,0.04,0.15,8.0,0.1872987602676077
12.0,4.0,0.04,0.15,8.0,0.15416246648403614
12.0,5.0,0.04,0.15,8.0,0.17119942689627557
1.0,4.0,0.04,0.15,8.0,0.07055715734017222
5.0,4.0,0.04,0.15,8.0,0.1706957620286757
7.0,3.5,0.04,0.15,8.0,0.1633827057458237
7.0,5.5,0.04,0.15,8.0,0.194519545213089
8.0,3.0,0.04,0.15,8.0,0.1504710803517557
1.0,4.5,0.04,0.15,8.0,0.06451887288996302
2.0,5.5,0.04,0.15,8.0,0.13107605333171532
3.0,3.0,0.04,0.15,8.0,0.13981142813142095
3.0,4.0,0.04,0.15,8.0,0.15109073070215945
4.0,5.0,0.04,0.15,8.0,0.1752584853604397
4.0,6.0,0.04,0.15,8.0,0.18405618949554442
5.0,2.0,0.04,0.15,8.0,0.1330811090065489
5.0,2.5,0.04,0.15,8.0,0.14467455317248568
8.0,4.0,0.04,0.15,8.0,0.16995646166578227
8.0,5.0,0.04,0.15,8.0,0.18618196401246834
10.0,6.0,0.04,0.15,8.0,0.1944891435028513
11.0,3.0,0.04,0.15,8.0,0.13851247560481258
2.0,3.0,0.04,0.15,8.0,0.11886325686380536
2.0,6.0,0.04,0.15,8.0,0.13159751113269447
3.0,3.5,0.04,0.15,8.0,0.14589163464104077
3.0,4.5,0.04,0.15,8.0,0.15557285173864732
6.0,3.5,0.04,0.15,8.0,0.16451046611847733
6.0,4.5,0.04,0.15,8.0,0.18036863634055061
7.0,3.0,0.04,0.15,8.0,0.153483528226117
9.0,3.5,0.04,0.15,8.0,0.15713281189535597
9.0,6.0,0.04,0.15,8.0,0.19779887754569042
11.0,2.5,0.04,0.15,8.0,0.12705861847627897
11.0,4.5,0.04,0.15,8.0,0.1672749557336088
12.0,6.0,0.04,0.15,8.0,0.18629204350250644
11.0,5.0,0.04,0.15,8.0,0.1755220818329379
1.0,0.8,0.04,0.15,14.0,0.07197306776658503
1.0,5.0,0.04,0.15,8.0,0.05468109503845168
2.0,2.0,0.04,0.15,8.0,0.1075629264448536
8.0,3.5,0.04,0.15,8.0,0.1607048918551094
9.0,3.0,0.04,0.15,8.0,0.1467313489327502
9.0,5.0,0.04,0.15,8.0,0.1833179238337846
2.0,4.5,0.04,0.15,8.0,0.12824954758138818
2.0,5.0,0.04,0.15,8.0,0.12996495299065738
3.0,2.5,0.04,0.15,8.0,0.13260498362000353
3.0,5.5,0.04,0.15,8.0,0.16281716637773141
4.0,4.0,0.04,0.15,8.0,0.16428873270402256
5.0,6.0,0.04,0.15,8.0,0.1941913311850857
6.0,2.0,0.04,0.15,8.0,0.13208727021936312
6.0,2.5,0.04,0.15,8.0,0.14449012987888915
5.0,3.0,0.04,0.15,8.0,0.15453690596189787
6.0,4.0,0.04,0.15,8.0,0.17285137772801878
6.0,5.0,0.04,0.15,8.0,0.18720232737198836
7.0,6.0,0.04,0.15,8.0,0.20081622559840334
3.0,5.0,0.04,0.15,8.0,0.15945353925935407
3.0,6.0,0.04,0.15,8.0,0.16572696674951948
4.0,3.5,0.04,0.15,8.0,0.15772188527346326
4.0,4.5,0.04,0.15,8.0,0.17009059939105908
1.0,0.8,0.05,0.15,8.0,0.06966014667019241
1.0,3.5,0.04,0.15,9.0,0.07246719578432734
1.0,5.5,0.04,0.15,8.0,0.05512742192163672
2.0,4.0,0.04,0.15,8.0,0.12588616097760139
5.0,2.0,0.07,0.15,8.0,0.18913533122654363
5.0,2.5,0.08,0.15,8.0,0.22533596349870771
5.0,3.0,0.08,0.15,8.0,0.242055566145212
5.0,3.5,0.05,0.15,8.0,0.18883579345484078
1.0,0.6,0.08,0.15,14.0,0.10649391392370379
1.0,0.8,0.08,0.15,12.0,0.10782945958264131
1.0,1.0,0.07,0.15,12.0,0.10237241898893376
1.0,1.5,0.05,0.15,7.0,0.07657364823138064
3.0,1.5,0.08,0.15,8.0,0.17863838961926207
3.0,2.0,0.07,0.15,8.0,0.18010351356693266
3.0,2.5,0.08,0.15,8.0,0.2101780869871047
3.0,3.5,0.07,0.15,8.0,0.21035286017562319
4.0,3.5,0.07,0.15,8.0,0.22844648163906708
4.0,4.0,0.07,0.15,8.0,0.23765882141295044
4.0,4.0,0.08,0.15,8.0,0.2587301815711493
4.0,4.5,0.05,0.15,8.0,0.19734977813532456
2.0,3.5,0.07,0.15,8.0,0.1697779680289303
2.0,4.0,0.05,0.15,8.0,0.143901735973614
3.0,1.0,0.07,0.15,8.0,0.14131875001571476
3.0,1.5,0.05,0.15,8.0,0.13107144824168276
2.0,1.0,0.07,0.15,9.0,0.13344700937443035
2.0,1.5,0.08,0.15,8.0,0.1585451264343904
2.0,2.5,0.08,0.15,8.0,0.17684863060634656
2.0,3.0,0.05,0.15,7.0,0.1328001350673116
3.0,4.0,0.05,0.15,8.0,0.17511171009499443
3.0,4.0,0.08,0.15,8.0,0.23369736111230016
3.0,6.0,0.08,0.15,8.0,0.23405413679985396
4.0,2.0,0.07,0.15,8.0,0.18863671282527217
6.0,1.5,0.07,0.15,8.0,0.16297602941641198
6.0,3.0,0.08,0.15,8.0,0.24020055547787436
6.0,3.5,0.05,0.15,8.0,0.189765375948355
6.0,4.0,0.07,0.15,8.0,0.24801694951416892
6.0,4.5,0.05,0.15,8.0,0.20857821973065066
6.0,4.5,0.07,0.15,8.0,0.2594636465374991
6.0,4.5,0.08,0.15,8.0,0.2829053852765948
6.0,5.0,0.07,0.15,8.0,0.2697458870402603
7.0,2.5,0.05,0.15,8.0,0.16278109236645805
7.0,3.5,0.05,0.15,8.0,0.18774615586304164
7.0,4.5,0.07,0.15,8.0,0.2576569999510478
7.0,5.0,0.05,0.15,8.0,0.21666402813430655
8.0,4.5,0.07,0.15,8.0,0.25296082626806055
8.0,5.0,0.05,0.15,8.0,0.2142379402556899
8.0,5.0,0.07,0.15,8.0,0.26500216145299665
8.0,5.5,0.07,0.15,8.0,0.2761533451602248
5.0,4.0,0.07,0.15,8.0,0.24648006703956898
5.0,4.5,0.05,0.15,8.0,0.2057343834035331
5.0,4.5,0.08,0.15,8.0,0.2794899323855503
5.0,5.0,0.08,0.15,8.0,0.28877482465698556
8.0,6.0,0.08,0.15,8.0,0.31243624810277393
9.0,5.0,0.05,0.15,8.0,0.2103043241931411
9.0,5.0,0.08,0.15,8.0,0.28179074544998706
2.0,0.9,0.07,0.15,9.0,0.129092131066634
7.0,5.0,0.07,0.15,8.0,0.26901233737580754
7.0,6.0,0.08,0.15,8.0,0.3151100033155589
8.0,1.5,0.08,0.15,8.0,0.16251916002437292
8.0,2.5,0.05,0.15,8.0,0.15841097718570937
1.0,1.5,0.08,0.15,9.0,0.10542863820521552
1.0,3.0,0.05,0.15,5.0,0.07568801611914172
1.0,5.5,0.08,0.15,8.0,0.15709213574267547
1.0,6.0,0.07,0.15,8.0,1.2916462901724157
5.0,1.5,0.07,0.15,8.0,0.16756168695679569
5.0,4.0,0.05,0.15,8.0,0.1977801168403305
6.0,5.0,0.05,0.15,8.0,0.21665515239213937
7.0,3.0,0.05,0.15,7.0,0.17259772730251413
2.0,2.0,0.05,0.15,8.0,0.12518600285370582
2.0,2.0,0.07,0.15,8.0,0.1562623314957695
2.0,5.0,0.05,0.15,8.0,0.14594135939075675
3.0,4.5,0.05,0.15,8.0,0.17992987049310796
6.0,2.0,0.05,0.15,8.0,0.1513095193029039
7.0,1.5,0.07,0.15,8.0,0.15709653905679036
7.0,2.5,0.07,0.15,8.0,0.19920871871606688
9.0,2.5,0.05,0.15,8.0,0.15354430324405627
8.0,2.5,0.07,0.15,8.0,0.19282709114915936
9.0,3.0,0.07,0.15,8.0,0.203289715926806
9.0,3.5,0.05,0.15,8.0,0.1793220334032613
1.0,0.6,0.07,0.15,14.0,0.0979667736034899
4.0,1.5,0.07,0.15,8.0,0.16896021741230116
6.0,3.0,0.05,0.15,7.0,0.17479018805443464
6.0,6.0,0.05,0.15,8.0,0.23076524224857936
7.0,3.5,0.07,0.15,8.0,0.23149034172038635
7.0,6.0,0.05,0.15,8.0,0.23218863234733797
1.0,2.5,0.07,0.15,8.0,0.0871198858130431
1.0,4.5,0.05,0.15,8.0,0.06589772654085392
2.0,5.5,0.05,0.15,8.0,0.1453067056342657
3.0,5.5,0.05,0.15,8.0,0.1872707998824282
3.0,6.0,0.05,0.15,8.0,0.18996088205585554
4.0,3.5,0.05,0.15,8.0,0.18307849889052874
4.0,4.0,0.05,0.15,8.0,0.19069518454020148
9.0,3.0,0.05,0.15,8.0,0.16709705151054374
9.0,5.5,0.05,0.15,8.0,0.2191985131568635
1.0,2.0,0.05,0.15,10.0,0.08610203649857984
1.0,2.0,0.07,0.15,9.0,0.0949806646590482
3.0,1.5,0.07,0.15,8.0,0.16368140889439042
4.0,5.0,0.05,0.15,8.0,0.20319870362023384
5.0,1.5,0.05,0.15,8.0,0.1364988480670436
5.0,6.0,0.05,0.15,8.0,0.22508991227058905
9.0,4.0,0.05,0.15,8.0,0.1904838294746829
1.0,4.0,0.05,0.15,8.0,0.06074119851374421
1.0,5.0,0.05,0.15,8.0,0.14349179475934476
1.0,6.0,0.05,0.15,8.0,0.5215636024763861
2.0,2.5,0.07,0.15,8.0,0.16359811547184927
6.0,2.5,0.07,0.15,8.0,0.20440294541039866
6.0,6.0,0.04,0.15,8.0,0.19921309154652933
7.0,3.0,0.07,0.15,8.0,0.21627115236118352
7.0,4.5,0.05,0.15,8.0,0.20789339932423495
8.0,3.0,0.05,0.15,7.0,0.1689145771034227
8.0,3.5,0.05,0.15,8.0,0.18399799945016598
8.0,5.5,0.05,0.15,8.0,0.22280652356352876
9.0,2.0,0.07,0.15,8.0,0.16686196771953124
1.0,5.5,0.05,0.15,8.0,0.3437715598342419
2.0,1.0,0.05,0.15,10.0,0.10949021182709806
3.0,5.0,0.05,0.15,8.0,0.18395035325252124
4.0,1.5,0.05,0.15,8.0,0.13645308587335797
2.0,3.5,0.05,0.15,8.0,0.14126447692778799
2.0,4.5,0.05,0.15,8.0,0.14545164656843657
2.0,6.0,0.05,0.15,8.0,0.14334633192416968
3.0,3.0,0.07,0.15,8.0,0.20261274604800303
4.0,5.5,0.05,0.15,8.0,0.20835806124007067
4.0,6.0,0.05,0.15,8.0,0.21291668909993744
5.0,2.0,0.05,0.15,8.0,0.1532028257834559
5.0,3.5,0.07,0.15,8.0,0.23512948308839726
1.0,0.4,0.2,0.15,11.0,0.16118356880090307
1.0,0.5,0.1,0.15,14.0,0.11819469300682064
1.0,0.6,0.04,0.15,14.0,0.06736063466896375
1.0,1.0,0.1,0.15,10.0,0.11912472754598258
2.0,0.6,0.2,0.15,8.0,0.21307063112091157
2.0,0.8,0.04,0.15,12.0,0.09175967166088861
2.0,0.8,0.1,0.15,8.0,0.15120547483063457
2.0,2.5,0.2,0.15,8.0,0.3076313516875343
4.0,0.8,0.08,0.15,8.0,0.14109290422352044
4.0,0.9,0.05,0.15,8.0,0.11172745931997391
4.0,0.9,0.07,0.15,8.0,0.13704418426908171
4.0,0.9,0.08,0.15,8.0,0.14851396980672965
4.0,6.0,0.1,0.15,8.0,0.3118825596202052
5.0,0.8,0.1,0.15,8.0,0.1552267277840594
5.0,0.9,0.07,0.15,8.0,0.13371226749446558
5.0,1.0,0.05,0.15,8.0,0.11512638830366873
4.0,1.0,0.1,0.15,8.0,0.17789564680043188
4.0,1.5,0.2,0.15,8.0,0.3283083115747099
4.0,3.5,0.08,0.15,8.0,0.24901816243407124
4.0,3.5,0.2,0.15,8.0,0.36179150340163224
3.0,0.7,0.1,0.15,8.0,0.15342176038156075
3.0,1.0,0.05,0.15,8.0,0.11375624366774728
3.0,5.0,0.1,0.15,8.0,0.2516965875784101
3.0,6.0,0.1,0.15,8.0,0.575523564945388
5.0,1.0,0.1,0.15,8.0,0.17250071792138894
5.0,1.5,0.04,0.15,8.0,0.11898638131620284
5.0,3.5,0.2,0.15,8.0,0.4400993469185179
5.0,4.0,0.08,0.15,8.0,0.2687699992990236
2.0,5.0,0.1,0.15,8.0,1.0221146337561655
2.0,5.5,0.08,0.15,8.0,0.3431984693541029
2.0,6.0,0.1,0.15,8.0,0.20255386128418348
3.0,0.7,0.07,0.15,8.0,0.1230250073044782
8.0,1.5,0.04,0.15,8.0,0.11048284494543612
8.0,2.0,0.04,0.15,8.0,0.125887760319247
8.0,3.5,0.1,0.15,8.0,0.28123206930465483
9.0,0.8,0.2,0.15,8.0,0.1851294305906629
4.0,4.5,0.2,0.15,8.0,0.41113266393654146
4.0,5.0,0.1,0.15,8.0,0.3090108863901614
4.0,5.5,0.1,0.15,8.0,0.31182162514694356
4.0,6.0,0.08,0.15,8.0,0.282212643557151
6.0,4.5,0.2,0.15,8.0,0.47916242780280605
6.0,5.0,0.1,0.15,8.0,0.33943369599460554
7.0,3.0,0.08,0.15,8.0,0.23477406265932615
7.0,3.5,0.1,0.15,8.0,0.2897858542705508
9.0,0.9,0.2,0.15,8.0,0.19707871192971452
9.0,1.5,0.04,0.15,8.0,0.10669213281047138
9.0,1.5,0.08,0.15,8.0,0.15581201578735798
9.0,2.0,0.04,0.15,8.0,0.1220056306080686
7.0,3.5,0.2,0.15,8.0,0.4565945439430742
7.0,4.0,0.1,0.15,8.0,0.3079315962747743
7.0,4.5,0.08,0.15,8.0,0.2807037052049635
7.0,4.5,0.2,0.15,8.0,0.49988996533967883
5.0,4.5,0.2,0.15,8.0,1.1960262582969012
5.0,5.5,0.1,0.15,8.0,0.3393466435121526
6.0,0.9,0.07,0.15,8.0,0.1285924412383393
6.0,3.5,0.2,0.15,8.0,0.4581261730302234
9.0,2.0,0.1,0.15,8.0,0.20392537106404773
9.0,2.0,0.2,0.15,8.0,0.30643091459838145
9.0,3.0,0.1,0.15,8.0,0.25099193510689705
9.0,6.0,0.08,0.15,8.0,0.30683848609933395
7.0,2.0,0.08,0.15,8.0,0.19441050745726324
7.0,3.5,0.08,0.15,8.0,0.2516681494071871
7.0,5.5,0.07,0.15,8.0,0.27940329944966924
8.0,3.5,0.07,0.15,8.0,0.22570108999085856
5.0,5.0,0.07,0.15,8.0,0.2651575131727798
6.0,3.0,0.07,0.15,8.0,0.22080206143772424
6.0,5.5,0.08,0.15,8.0,0.3041488840130441
6.0,6.0,0.08,0.15,8.0,0.3130870632870184
1.0,0.7,0.08,0.15,13.0,0.10754312909856814
1.0,1.5,0.1,0.15,8.0,0.11253969852924549
1.0,3.0,0.1,0.15,8.0,0.521543598600231
1.0,4.5,0.07,0.15,8.0,0.62285815724275
8.0,5.0,0.08,0.15,8.0,0.2886032163684583
9.0,2.5,0.07,0.15,8.0,0.186081324214649
9.0,2.5,0.08,0.15,8.0,0.20089934543257365
9.0,2.5,0.1,0.15,8.0,0.22860322202583278
4.0,3.0,0.08,0.15,8.0,0.23726471735809662
4.0,4.5,0.08,0.15,8.0,0.2667121357346883
5.0,1.5,0.1,0.15,8.0,0.20803058145673575
5.0,4.5,0.07,0.15,8.0,0.2564213623833741
3.0,2.5,0.07,0.15,8.0,0.19272956600368849
3.0,2.5,0.1,0.15,8.0,0.24194806151232315
3.0,5.5,0.07,0.15,8.0,0.22543897673506552
4.0,2.5,0.08,0.15,8.0,0.22302167594133027
1.0,5.0,0.07,0.15,8.0,0.8503683990787549
1.0,6.0,0.08,0.15,8.0,0.16695166471183492
2.0,1.0,0.1,0.15,8.0,0.16289478079902697
2.0,3.5,0.08,0.15,8.0,0.17909667167860732
9.0,6.0,0.07,0.15,8.0,0.28157186920448707
1.0,0.9,0.08,0.15,12.0,0.10904950340859434
